Episode,TotalReward,Steps,DQNColor,OpponentType,QChosen,QMax,QMean,FinalResult,UsedFallback
740,-1,136,White,past,40.9536,40.9536,29.2612,0-1,0
741,-0.9,70,White,minimax,35.644,35.644,33.4591,1/2-1/2,0
742,-0.9,43,White,minimax,45.1826,45.1826,40.0109,1/2-1/2,0
743,-0.9,73,White,self,44.8626,44.8626,40.972,1/2-1/2,0
744,-0.9,59,White,self,46.3804,46.3804,38.7756,1/2-1/2,0
745,-0.9,23,White,minimax,46.5268,46.5268,40.2192,1/2-1/2,0
746,-0.9,42,White,minimax,45.0966,45.0966,40.8615,1/2-1/2,0
747,-0.9,143,White,minimax,35.7704,35.7704,34.9298,1/2-1/2,0
748,-0.9,42,White,minimax,47.3504,47.3504,39.0343,1/2-1/2,0
749,-0.9,96,White,self,42.6139,42.6139,33.9948,1/2-1/2,0
750,-0.9,251,White,self,38.1748,38.1748,22.5179,1/2-1/2,0
751,1,119,White,self,44.293,44.293,35.6255,1-0,0
752,-0.9,34,White,self,44.546,44.546,35.7575,1/2-1/2,0
753,-0.9,37,White,minimax,44.6811,44.6811,38.9008,1/2-1/2,0
754,-0.1968,483,White,past,35.6079,35.6079,29.5004,1/2-1/2,0
755,-0.9,23,White,minimax,46.3745,46.3745,40.611,1/2-1/2,0
756,-0.9,44,White,self,46.8489,46.8489,31.2403,1/2-1/2,0
757,-0.9,23,White,minimax,46.3254,46.3254,40.6061,1/2-1/2,0
758,-0.9,33,White,self,47.0244,47.0244,30.7488,1/2-1/2,0
759,-0.9,23,White,minimax,46.1386,46.1386,40.7664,1/2-1/2,0
760,-0.9,523,White,past,38.0955,38.0955,32.0863,1/2-1/2,0
761,-0.9,29,White,minimax,45.3901,45.3901,40.5237,1/2-1/2,0
762,-0.1904,354,White,past,33.7581,33.7581,31.7548,1/2-1/2,0
763,-1,98,White,minimax,41.4474,41.4474,34.3554,0-1,0
764,-0.9,37,White,minimax,45.0728,45.0728,40.2318,1/2-1/2,0
765,-0.9,96,White,self,43.4724,43.4724,31.9819,1/2-1/2,0
766,-0.9,75,White,minimax,39.2081,39.2081,35.0413,1/2-1/2,0
767,-1,112,White,past,45.2151,45.2151,32.117,0-1,0
768,-0.9,177,White,self,43.9066,43.9066,32.1237,1/2-1/2,0
769,-0.9,55,White,minimax,39.5606,39.5606,34.681,1/2-1/2,0
770,-0.9,39,White,minimax,44.2305,44.2305,38.769,1/2-1/2,0
771,-0.9,45,White,minimax,45.0895,45.0895,40.9684,1/2-1/2,0
772,-0.9,48,White,minimax,44.0782,44.0782,39.6218,1/2-1/2,0
773,-0.9,241,White,self,40.8991,40.8991,19.991,1/2-1/2,0
774,-0.9,69,White,minimax,41.8161,41.8161,36.7689,1/2-1/2,0
775,-0.9,41,White,minimax,44.4415,44.4415,34.3716,1/2-1/2,0
776,-0.9,103,White,minimax,42.419,42.419,33.8867,1/2-1/2,0
777,-0.9,101,White,minimax,-1.0,-1.0,-1.0,1/2-1/2,0
778,-0.9,101,White,minimax,40.1363,40.1363,20.4013,1/2-1/2,0
779,-0.9,29,White,self,45.0106,45.0106,39.8294,1/2-1/2,0
780,-0.9,65,White,minimax,40.8859,40.8859,39.2005,1/2-1/2,0
781,-0.9,85,White,minimax,37.0622,37.0622,34.6385,1/2-1/2,0
782,-0.9,72,White,minimax,40.8546,40.8546,35.6826,1/2-1/2,0
783,-0.9,67,White,minimax,37.6974,37.6974,33.0886,1/2-1/2,0
784,1,351,White,past,35.453,35.453,25.9737,1-0,0
785,-0.9,57,White,self,42.0337,42.0337,37.8444,1/2-1/2,0
786,-0.9,51,White,minimax,45.6905,45.6905,39.5148,1/2-1/2,0
787,-0.9,71,White,minimax,43.9581,43.9581,32.6349,1/2-1/2,0
788,-0.9,185,White,minimax,45.036,45.036,29.3219,1/2-1/2,0
789,-0.9,96,White,self,44.3864,44.3864,37.9743,1/2-1/2,0
790,-0.9,83,White,minimax,41.4252,41.4252,30.3765,1/2-1/2,0
791,-0.9,66,White,self,43.6446,43.6446,40.2516,1/2-1/2,0
792,-0.9,233,White,self,38.3863,38.3863,29.8671,1/2-1/2,0
793,-0.9,555,White,past,35.7189,35.7189,24.0969,1/2-1/2,0
794,-0.9,34,White,self,44.9785,44.9785,35.6938,1/2-1/2,0
795,-0.9,77,White,minimax,44.8177,44.8177,41.3812,1/2-1/2,0
796,-0.9,98,White,minimax,31.5572,31.5572,6.3598,1/2-1/2,0
797,-0.9,308,White,past,36.6556,36.6556,20.8412,1/2-1/2,0
798,-0.9,383,White,past,41.4273,41.4273,31.6749,1/2-1/2,0
799,-0.9,620,White,past,39.3083,39.3083,35.5418,1/2-1/2,0
800,-0.9,117,White,minimax,42.0133,42.0133,36.4319,1/2-1/2,0
801,-0.9,46,White,self,53.6199,53.6199,38.4792,1/2-1/2,0
802,1,161,White,past,-1.0,-1.0,-1.0,1-0,0
803,-0.9,430,White,past,60.2484,60.2484,44.3348,1/2-1/2,0
804,1,19,White,self,-1.0,-1.0,-1.0,1-0,0
805,-0.9,80,White,minimax,71.4274,71.4274,54.4216,1/2-1/2,0
806,-0.9,93,White,minimax,65.9042,65.9042,49.9678,1/2-1/2,0
807,-0.9,547,White,past,53.9633,53.9633,40.9161,1/2-1/2,0
808,-0.9,84,White,minimax,54.1226,54.1226,49.6858,1/2-1/2,0
809,-0.9,111,White,self,63.1647,63.1647,40.643,1/2-1/2,0
810,-0.9,59,White,self,65.2447,65.2447,53.2324,1/2-1/2,0
811,-0.9,107,White,self,67.3915,67.3915,35.683,1/2-1/2,0
812,-0.9,48,White,self,69.8739,69.8739,52.4404,1/2-1/2,0
813,-0.9,59,White,self,67.8374,67.8374,46.5152,1/2-1/2,0
814,-0.9,201,White,self,69.8034,69.8034,43.2703,1/2-1/2,0
815,-0.9,57,White,minimax,69.0068,69.0068,53.8484,1/2-1/2,0
816,-0.9,93,White,minimax,69.1551,69.1551,56.4999,1/2-1/2,0
817,-0.9,338,White,past,57.41,57.41,43.7209,1/2-1/2,0
818,-0.9,111,White,self,68.9607,68.9607,57.661,1/2-1/2,0
819,-0.9,55,White,minimax,69.8615,69.8615,45.1598,1/2-1/2,0
820,-0.9,51,White,minimax,68.9585,68.9585,57.917,1/2-1/2,0
821,-0.9,64,White,minimax,59.6742,59.6742,51.5159,1/2-1/2,0
822,-0.9,109,White,self,68.2405,68.2405,47.2605,1/2-1/2,0
823,-0.9,169,White,past,67.6833,67.6833,55.4035,1/2-1/2,0
824,-0.9,57,White,self,67.0998,67.0998,65.5505,1/2-1/2,0
825,-0.9,76,White,minimax,48.3237,48.3237,43.5305,1/2-1/2,0
826,-0.9,113,White,self,70.2652,70.2652,53.9909,1/2-1/2,0
827,-0.9,57,White,minimax,70.9336,70.9336,54.1184,1/2-1/2,0
828,-0.9,47,White,minimax,69.4074,69.4074,45.1376,1/2-1/2,0
829,-0.9,155,White,self,64.5771,64.5771,50.4674,1/2-1/2,0
830,-0.9,92,White,minimax,64.0941,64.0941,56.0757,1/2-1/2,0
831,-0.9,50,White,minimax,69.3044,69.3044,62.3155,1/2-1/2,0
832,-0.9,70,White,minimax,59.4401,59.4401,48.0943,1/2-1/2,0
833,-0.9,61,White,minimax,66.4606,66.4606,29.9514,1/2-1/2,0
834,-0.1328,52,White,minimax,59.1524,59.1524,58.9742,1/2-1/2,0
835,-0.9,36,White,self,71.1632,71.1632,63.7886,1/2-1/2,0
836,-0.9,102,White,self,65.4487,65.4487,55.4953,1/2-1/2,0
837,-0.9,59,White,self,68.8727,68.8727,50.2502,1/2-1/2,0
838,-0.9,93,White,minimax,71.0502,71.0502,36.4149,1/2-1/2,0
839,-0.9,89,White,minimax,28.0042,28.0042,28.0042,1/2-1/2,0
840,-0.9,166,White,past,68.4904,68.4904,45.3952,1/2-1/2,0
841,-0.9,90,White,minimax,63.4581,63.4581,37.1443,1/2-1/2,0
842,-1,338,White,past,57.4641,57.4641,23.9152,0-1,0
843,-0.9,56,White,minimax,71.8236,71.8236,52.7811,1/2-1/2,0
844,-0.9,108,White,self,68.8707,68.8707,50.552,1/2-1/2,0
845,-0.9,379,White,past,62.6618,62.6618,35.6715,1/2-1/2,0
846,-0.9,147,White,self,69.665,69.665,40.8556,1/2-1/2,0
847,-0.9,163,White,self,66.6111,66.6111,43.2084,1/2-1/2,0
848,-0.9,66,White,minimax,63.806,63.806,57.0042,1/2-1/2,0
849,-0.1208,673,White,past,65.2912,65.2912,44.6006,1/2-1/2,0
850,-0.9,61,White,minimax,60.7021,60.7021,60.425,1/2-1/2,0
851,-0.9,125,White,self,59.1386,59.1386,54.6534,1/2-1/2,0
852,-0.9,73,White,minimax,69.3904,69.3904,47.5552,1/2-1/2,0
853,-0.9,60,White,minimax,61.0414,61.0414,56.6658,1/2-1/2,0
854,1,237,White,past,59.0318,59.0318,26.8438,1-0,0
855,-0.9,60,White,minimax,67.8626,67.8626,45.0403,1/2-1/2,0
856,-0.9,57,White,self,71.7353,71.7353,53.7159,1/2-1/2,0
857,-0.9,435,White,past,64.2086,64.2086,47.7135,1/2-1/2,0
858,-0.9,62,White,minimax,66.3767,66.3767,49.3261,1/2-1/2,0
859,-0.9,56,White,minimax,70.4092,70.4092,45.1658,1/2-1/2,0
860,-0.9,62,White,self,71.5346,71.5346,45.6564,1/2-1/2,0
861,-0.9,87,White,minimax,64.4426,64.4426,60.9011,1/2-1/2,0
862,-0.9,107,White,self,64.0969,64.0969,44.4252,1/2-1/2,0
863,-0.9,52,White,minimax,74.187,74.187,47.3086,1/2-1/2,0
864,-0.9,53,White,self,67.1502,67.1502,66.4509,1/2-1/2,0
865,-0.9,672,White,past,61.2054,61.2054,53.9249,1/2-1/2,0
866,-1,72,White,self,65.6437,65.6437,44.6253,0-1,0
867,-0.9,60,White,minimax,67.5075,67.5075,44.6961,1/2-1/2,0
868,-0.9,56,White,minimax,62.1832,62.1832,56.7747,1/2-1/2,0
869,-0.9,141,White,self,66.3123,66.3123,39.0026,1/2-1/2,0
870,-0.9,54,White,minimax,-1.0,-1.0,-1.0,1/2-1/2,0
871,-0.9,81,White,self,66.5111,66.5111,44.0477,1/2-1/2,0
872,-0.9,230,White,self,65.2569,65.2569,52.0866,1/2-1/2,0
873,-0.1016,439,White,past,60.4677,60.4677,48.4332,1/2-1/2,0
874,-0.9,151,White,self,71.7949,71.7949,57.2515,1/2-1/2,0
875,-0.9,225,White,past,66.0383,66.0383,49.336,1/2-1/2,0
876,-0.9,137,White,minimax,68.6458,68.6458,46.4415,1/2-1/2,0
877,-0.9,287,White,past,61.2874,61.2874,39.8927,1/2-1/2,0
878,-0.9,190,White,self,60.0502,60.0502,34.1466,1/2-1/2,0
879,-0.9,62,White,self,67.3794,67.3794,50.3762,1/2-1/2,0
880,-0.9,544,White,past,52.7097,52.7097,21.5041,1/2-1/2,0
881,-0.9,185,White,self,66.2301,66.2301,42.5177,1/2-1/2,0
882,-0.0944,439,White,past,61.7068,61.7068,58.9599,1/2-1/2,0
883,-0.9,58,White,minimax,44.5902,44.5902,44.5902,1/2-1/2,0
884,-0.0928,579,White,past,65.0277,65.0277,61.533,1/2-1/2,0
885,-0.9,174,White,self,67.3122,67.3122,50.9708,1/2-1/2,0
886,-0.0912,368,White,past,66.3423,66.3423,59.606,1/2-1/2,0
887,-1,108,White,past,71.1521,71.1521,54.9971,0-1,0
888,-0.9,197,White,self,71.1182,71.1182,52.8378,1/2-1/2,0
889,-0.9,253,White,past,63.8132,63.8132,47.1902,1/2-1/2,0
890,-0.9,166,White,self,71.1557,71.1557,42.9684,1/2-1/2,0
891,-0.9,81,White,minimax,63.6117,63.6117,57.3738,1/2-1/2,0
892,-0.9,55,White,minimax,65.192,65.192,59.6062,1/2-1/2,0
893,-1,276,White,past,65.0704,65.0704,46.3885,0-1,0
894,-0.9,188,White,past,66.713,66.713,34.486,1/2-1/2,0
895,-0.9,50,White,minimax,68.1869,68.1869,48.4155,1/2-1/2,0
896,-0.9,97,White,minimax,73.7348,73.7348,60.7026,1/2-1/2,0
897,-0.9,33,White,minimax,68.5083,68.5083,61.4019,1/2-1/2,0
898,-0.9,337,White,past,68.6023,68.6023,43.5471,1/2-1/2,0
899,-0.9,63,White,minimax,70.5163,70.5163,63.4552,1/2-1/2,0
900,-0.9,126,White,self,70.1531,70.1531,61.177,1/2-1/2,0
901,1,69,White,past,-1.0,-1.0,-1.0,1-0,0
902,-0.9,173,White,minimax,97.9747,97.9747,78.2857,1/2-1/2,0
903,-0.9,638,White,past,87.3871,87.3871,75.2725,1/2-1/2,0
904,-0.9,123,White,self,100.337,100.337,63.0326,1/2-1/2,0
905,-0.9,62,White,minimax,100.7729,100.7729,88.939,1/2-1/2,0
906,-0.9,37,White,minimax,101.5707,101.5707,80.2795,1/2-1/2,0
907,-0.9,41,White,minimax,101.9712,101.9712,83.5535,1/2-1/2,0
908,-0.9,60,White,minimax,103.6783,103.6783,83.7566,1/2-1/2,0
909,-0.9,42,White,minimax,102.4069,102.4069,83.8918,1/2-1/2,0
910,-0.9,470,White,past,101.0951,101.0951,84.4696,1/2-1/2,0
911,-0.9,458,White,past,103.8179,103.8179,73.9491,1/2-1/2,0
912,-0.9,47,White,minimax,102.7717,102.7717,70.9089,1/2-1/2,0
913,-0.9,119,White,minimax,86.2764,86.2764,75.9746,1/2-1/2,0
914,-0.9,63,White,self,106.271,106.271,58.6706,1/2-1/2,0
915,-0.9,153,White,past,101.8457,101.8457,65.7611,1/2-1/2,0
916,-1,114,White,past,-1.0,-1.0,-1.0,0-1,0
917,-0.0664,515,White,past,64.6587,64.6587,64.6587,1/2-1/2,0
918,-1,178,White,self,104.4685,104.4685,63.8578,0-1,0
919,-0.9,48,White,minimax,107.815,107.815,79.9915,1/2-1/2,0
920,-0.9,88,White,minimax,90.1128,90.1128,86.4415,1/2-1/2,0
921,-0.9,117,White,self,103.5751,103.5751,76.2071,1/2-1/2,0
922,-0.9,113,White,self,105.8539,105.8539,77.9372,1/2-1/2,0
923,-0.9,391,White,past,-1.0,-1.0,-1.0,1/2-1/2,0
924,-0.9,86,White,self,99.0357,99.0357,65.0182,1/2-1/2,0
925,-0.9,62,White,minimax,96.5202,96.5202,88.9065,1/2-1/2,0
926,-0.9,901,White,past,102.1345,102.1345,86.1648,1/2-1/2,0
927,-0.9,57,White,self,103.2072,103.2072,94.3831,1/2-1/2,0
928,-0.9,137,White,minimax,103.2102,103.2102,90.2169,1/2-1/2,0
929,-0.9,132,White,self,96.686,96.686,64.6725,1/2-1/2,0
930,-0.9,33,White,minimax,106.4447,106.4447,85.9528,1/2-1/2,0
931,-0.9,143,White,self,102.6321,102.6321,71.716,1/2-1/2,0
932,-0.9,77,White,minimax,98.9482,98.9482,62.0309,1/2-1/2,0
933,-0.9,79,White,minimax,105.2845,105.2845,94.2327,1/2-1/2,0
934,-0.9,162,White,self,94.3707,94.3707,75.6153,1/2-1/2,0
935,-0.9,63,White,minimax,106.1159,106.1159,85.3267,1/2-1/2,0
936,-1,98,White,past,105.6379,105.6379,74.9072,0-1,0
937,-0.9,77,White,minimax,95.8918,95.8918,83.9536,1/2-1/2,0
938,-0.9,87,White,minimax,93.5372,93.5372,88.267,1/2-1/2,0
939,-0.9,333,White,self,106.0405,106.0405,65.5474,1/2-1/2,0
940,-0.9,69,White,minimax,96.966,96.966,93.596,1/2-1/2,0
941,-0.9,99,White,self,99.3078,99.3078,73.3595,1/2-1/2,0
942,-0.9,79,White,minimax,92.9986,92.9986,79.9612,1/2-1/2,0
943,-0.9,105,White,self,101.2498,101.2498,77.3221,1/2-1/2,0
944,-0.9,68,White,minimax,97.3099,97.3099,91.1615,1/2-1/2,0
945,-0.9,55,White,minimax,100.8154,100.8154,77.938,1/2-1/2,0
946,-0.9,82,White,self,104.0311,104.0311,76.8554,1/2-1/2,0
947,-0.9,169,White,past,99.2151,99.2151,43.3926,1/2-1/2,0
948,-0.9,48,White,self,104.8095,104.8095,77.9621,1/2-1/2,0
949,-0.9,38,White,self,101.8881,101.8881,84.8927,1/2-1/2,0
950,-0.9,288,White,past,103.4178,103.4178,85.4035,1/2-1/2,0
951,-0.9,114,White,self,100.5247,100.5247,55.2186,1/2-1/2,0
952,-0.9,196,White,self,94.6516,94.6516,87.4748,1/2-1/2,0
953,-0.9,61,White,minimax,106.4698,106.4698,72.4698,1/2-1/2,0
954,-0.0368,322,White,past,81.2537,81.2537,78.4387,1/2-1/2,0
955,-0.9,160,White,minimax,98.8147,98.8147,54.7659,1/2-1/2,0
956,-0.9,105,White,minimax,95.4894,95.4894,81.1903,1/2-1/2,0
957,-0.9,57,White,minimax,104.6568,104.6568,88.3986,1/2-1/2,0
958,-0.9,77,White,minimax,97.0779,97.0779,87.8233,1/2-1/2,0
959,-0.9,435,White,past,100.623,100.623,82.1009,1/2-1/2,0
960,-0.9,495,White,past,97.8247,97.8247,55.6257,1/2-1/2,0
961,-0.9,116,White,minimax,104.2869,104.2869,80.5489,1/2-1/2,0
962,-0.9,155,White,self,100.4513,100.4513,70.5557,1/2-1/2,0
963,-0.9,118,White,self,106.8708,106.8708,69.9295,1/2-1/2,0
964,-0.9,69,White,self,98.1247,98.1247,62.3301,1/2-1/2,0
965,-0.9,61,White,minimax,104.1752,104.1752,79.3127,1/2-1/2,0
966,-0.9,113,White,self,102.1592,102.1592,73.2056,1/2-1/2,0
967,-0.9,129,White,minimax,103.6475,103.6475,73.2007,1/2-1/2,0
968,-0.9,122,White,self,100.7013,100.7013,67.9478,1/2-1/2,0
969,-0.9,526,White,past,98.653,98.653,92.1338,1/2-1/2,0
970,-0.9,73,White,minimax,104.9583,104.9583,82.8332,1/2-1/2,0
971,-0.9,77,White,minimax,104.017,104.017,82.2423,1/2-1/2,0
972,-0.0224,569,White,past,93.5155,93.5155,60.1357,1/2-1/2,0
973,-1,172,White,past,101.3253,101.3253,88.0446,0-1,0
974,-0.0208,422,White,past,97.2581,97.2581,97.2581,1/2-1/2,0
975,-0.9,73,White,minimax,104.9535,104.9535,83.6652,1/2-1/2,0
976,1,139,White,past,102.3999,102.3999,76.4157,1-0,0
977,-0.9,632,White,past,-1.0,-1.0,-1.0,1/2-1/2,0
978,-0.9,112,White,past,103.074,103.074,84.2209,1/2-1/2,0
979,-0.9,63,White,minimax,94.4274,94.4274,89.1677,1/2-1/2,0
980,-0.9,65,White,self,105.4173,105.4173,72.6847,1/2-1/2,0
981,-0.9,310,White,past,88.4861,88.4861,40.882,1/2-1/2,0
982,-0.9,64,White,minimax,98.94,98.94,85.0976,1/2-1/2,0
983,-0.9,105,White,minimax,103.8162,103.8162,70.1871,1/2-1/2,0
984,-0.9,139,White,self,93.1676,93.1676,69.2672,1/2-1/2,0
985,-0.9,710,White,past,95.2286,95.2286,94.5214,1/2-1/2,0
986,-0.9,412,White,past,95.0345,95.0345,82.1716,1/2-1/2,0
987,-0.9,72,White,self,99.7703,99.7703,92.7567,1/2-1/2,0
988,-0.9,225,White,self,88.8599,88.8599,45.5922,1/2-1/2,0
989,-0.9,64,White,self,100.1643,100.1643,92.7902,1/2-1/2,0
990,-0.9,104,White,minimax,102.9882,102.9882,90.8621,1/2-1/2,0
991,-0.9,30,White,self,103.5405,103.5405,93.5314,1/2-1/2,0
992,-0.9,71,White,minimax,92.5221,92.5221,79.6215,1/2-1/2,0
993,-0.9,139,White,self,101.3404,101.3404,77.0265,1/2-1/2,0
994,-0.9,65,White,minimax,102.7713,102.7713,83.8035,1/2-1/2,0
995,-0.9,47,White,past,104.9165,104.9165,75.3034,1/2-1/2,0
996,-0.9,60,White,minimax,101.0851,101.0851,101.0851,1/2-1/2,0
997,-0.0024,614,White,past,83.8415,83.8415,45.0291,1/2-1/2,0
998,-0.9,119,White,self,96.2379,96.2379,76.573,1/2-1/2,0
999,-0.9,464,White,past,104.4563,104.4563,91.8866,1/2-1/2,0
